unit_id,skill_name,proficiency_level,years_experience,incidents_handled_count,success_rate
U029141,drug_raid,3,4.62,325,0.807
U005129,traffic_control,3,14.55,44,1.0
U043977,fire_response,3,8.85,159,0.725
U040231,rescue,2,4.5,284,0.72
U017470,negotiation,5,3.48,209,0.679
U041651,rescue,2,10.1,73,0.598
U010120,weapons,5,2.69,89,0.625
U025513,investigation,4,3.57,67,0.464
U047860,medical_emergency,5,11.6,157,0.899
U006984,negotiation,1,12.73,50,0.814
U025338,rescue,2,3.81,72,0.866
U007252,weapons,5,0.06,308,0.937
U000690,rescue,5,5.35,346,0.772
U028318,investigation,4,8.07,145,0.636
U031408,crowd_control,2,4.7,87,0.492
U037810,medical_emergency,1,11.93,126,1.0
U040156,tactical,3,11.36,51,0.758
U035785,weapons,2,2.32,66,0.674
U021063,rescue,4,0.33,6,0.764
U046919,rescue,4,9.59,143,0.77
U042603,tactical,5,12.89,77,0.711
U044529,rescue,2,10.86,151,0.919
U042906,traffic_control,1,12.71,348,0.812
U014402,tactical,5,3.74,252,1.0
U003837,investigation,1,14.59,160,0.76
U035343,medical_emergency,5,2.51,309,0.639
U044093,traffic_control,4,1.26,31,0.634
U028052,rescue,1,1.23,184,1.0
U001804,fire_response,4,9.28,298,0.707
U046288,investigation,5,0.79,249,0.577
U027399,drug_raid,2,6.95,250,0.708
U038317,investigation,1,5.09,282,0.918
U046009,rescue,4,0.2,324,0.598
U043526,traffic_control,4,13.53,67,0.685
U020502,rescue,5,8.18,247,1.0
U014438,traffic_control,4,0.66,297,1.0
U027665,fire_response,2,4.48,116,0.745
U014124,crowd_control,5,0.3,29,0.841
U042095,triage,5,2.78,110,0.645
U029759,investigation,1,9.01,218,0.843
U004748,tactical,1,1.07,246,0.946
U014762,investigation,5,5.18,29,0.734
U047881,drug_raid,4,3.43,131,0.751
U039391,tactical,4,5.18,132,0.689
U022583,triage,5,5.11,226,0.852
U026441,medical_emergency,3,8.47,218,0.799
U004568,triage,3,0.21,313,0.705
U043324,traffic_control,4,10.84,278,0.993
U000547,investigation,1,1.47,312,0.744
U033274,drug_raid,2,13.56,73,0.691
U013500,drug_raid,3,10.52,226,0.747
U048682,medical_emergency,2,9.16,320,0.81
U038108,weapons,5,9.94,361,0.78
U011160,investigation,4,10.94,234,0.843
U037351,tactical,3,12.83,25,0.822
U026023,hostage,4,1.96,2,0.816
U030132,hostage,2,4.21,321,0.853
U030727,hostage,1,11.76,122,0.708
U041464,weapons,2,12.61,118,0.661
U008232,investigation,5,1.22,378,0.603
U014621,drug_raid,2,5.93,58,0.717
U023577,weapons,2,13.96,370,1.0
U010924,hostage,4,14.92,256,0.816
U032735,tactical,5,14.18,184,0.867
U029412,crowd_control,3,2.94,386,0.902
U028491,investigation,2,11.73,157,0.654
U034730,tactical,3,7.18,336,0.699
U043899,rescue,5,10.65,40,0.681
U031603,drug_raid,2,1.29,70,0.562
U024772,triage,5,14.13,361,0.926
U038131,tactical,1,12.3,315,0.908
U049600,medical_emergency,4,3.63,115,0.569
U031603,triage,1,1.67,282,0.794
U013072,hostage,1,8.83,171,0.708
U028367,rescue,1,11.42,273,0.51
U035876,drug_raid,1,14.17,350,0.803
U019177,weapons,4,0.39,83,0.698
U018856,drug_raid,1,0.38,121,0.838
U042930,triage,3,9.24,352,0.735
U036375,medical_emergency,5,8.31,22,0.377
U034718,traffic_control,3,13.88,379,1.0
U001023,rescue,3,7.23,30,0.789
U042701,drug_raid,5,9.68,153,0.797
U045434,negotiation,5,12.12,64,0.785
U046105,medical_emergency,2,9.59,84,0.529
U035439,tactical,4,1.36,359,0.986
U027170,tactical,1,7.58,261,0.822
U021111,drug_raid,2,11.89,280,0.781
U046996,drug_raid,5,7.77,300,0.588
U049246,hostage,2,0.91,331,0.799
U018394,negotiation,4,8.26,249,0.747
U029883,tactical,4,10.85,174,0.657
U018961,triage,1,0.89,286,0.454
U042027,hostage,5,11.21,387,0.547
U004167,hostage,5,1.03,42,1.0
U009962,drug_raid,2,2.96,292,0.746
U027555,rescue,5,3.34,109,0.843
U027677,negotiation,4,12.27,256,0.735
U030387,fire_response,3,14.41,216,0.65
U026701,investigation,2,12.38,369,0.732
U023347,rescue,3,2.08,133,0.941
U002612,drug_raid,1,4.88,82,0.581
U003593,investigation,2,0.2,150,0.812
U044095,rescue,5,7.62,231,0.785
U042591,traffic_control,1,7.52,96,0.576
U019922,hostage,1,1.75,251,0.547
U012448,negotiation,1,5.78,20,0.689
U032229,fire_response,3,14.86,285,0.953
U043962,crowd_control,4,2.61,344,0.596
U028803,tactical,3,11.64,373,0.467
U025480,negotiation,5,3.56,274,0.668
U032638,weapons,3,6.28,276,0.578
U016942,triage,3,10.9,270,0.882
U000319,weapons,1,6.51,173,0.552
U044773,crowd_control,1,1.07,379,0.527
U044992,traffic_control,1,4.53,260,0.539
U001994,fire_response,1,4.67,281,0.521
U033430,tactical,5,9.86,291,1.0
U007163,drug_raid,4,7.35,333,0.686
U042273,drug_raid,3,8.63,166,0.546
U030750,rescue,3,14.31,221,0.587
U018460,crowd_control,2,11.71,164,0.738
U001332,fire_response,3,6.11,300,0.991
U015716,triage,2,8.31,287,0.739
U043676,negotiation,3,2.89,148,0.752
U044086,rescue,2,14.31,262,1.0
U001791,traffic_control,3,1.81,269,0.644
U003642,investigation,1,10.58,271,0.748
U015217,negotiation,2,12.77,133,0.801
U003723,rescue,4,0.2,55,0.694
U020636,tactical,4,5.84,212,0.787
U036658,drug_raid,5,7.08,127,0.941
U045585,crowd_control,4,10.26,297,0.977
U014109,crowd_control,1,5.52,301,0.678
U011962,tactical,4,14.28,57,0.883
U001801,rescue,3,14.82,192,0.825
U033123,triage,4,14.09,380,0.918
U021907,medical_emergency,3,6.67,127,0.784
U010877,crowd_control,4,12.68,18,0.436
U038193,traffic_control,2,14.41,317,0.807
U045842,traffic_control,4,12.35,83,0.954
U047751,medical_emergency,3,0.97,131,0.805
U015691,hostage,2,10.11,102,1.0
U012324,rescue,1,8.26,64,0.865
U041928,crowd_control,5,11.13,58,0.762
U013527,traffic_control,5,0.12,394,0.731
U004709,rescue,4,7.11,77,0.526
U014811,hostage,5,5.13,34,0.897
U002892,drug_raid,5,14.97,350,0.712
U025088,crowd_control,1,3.16,251,0.757
U033342,tactical,5,12.84,229,1.0
U009750,triage,5,3.64,218,0.61
U009412,investigation,4,13.75,302,0.705
U042649,triage,2,1.98,62,0.914
U033895,investigation,1,13.12,27,0.85
U009949,investigation,2,11.1,329,0.793
U041987,negotiation,3,4.34,95,0.713
U012550,investigation,4,8.78,243,0.787
U036839,weapons,5,10.67,138,0.859
U015359,investigation,4,1.94,107,0.855
U019005,fire_response,4,1.25,339,0.909
U019098,hostage,5,12.93,197,0.874
U008982,investigation,4,5.79,332,0.72
U000047,negotiation,2,12.42,367,0.629
U034627,drug_raid,2,11.76,365,0.549
U001978,negotiation,3,1.66,59,0.902
U038838,rescue,5,11.22,242,0.92
U019302,tactical,5,8.51,204,0.595
U046091,weapons,5,14.79,85,0.898
U027826,tactical,5,6.64,15,0.517
U008026,fire_response,1,4.7,382,0.957
U044748,fire_response,3,14.57,143,0.768
U021248,traffic_control,4,1.13,4,0.857
U009525,fire_response,2,9.9,64,0.811
U044404,drug_raid,2,5.4,169,0.76
U018917,negotiation,3,9.14,303,0.451
U028217,crowd_control,2,3.38,142,0.872
U004955,weapons,5,9.77,389,0.871
U010187,investigation,4,5.02,381,0.742
U037619,tactical,4,2.54,165,0.867
U048332,drug_raid,2,5.56,118,0.938
U045271,investigation,1,7.69,221,0.461
U011589,crowd_control,1,13.6,333,0.547
U012788,negotiation,3,7.0,17,0.857
U018437,weapons,1,13.85,132,0.741
U007169,rescue,1,6.11,248,0.692
U045763,hostage,3,4.63,42,0.888
U015560,fire_response,5,8.0,165,0.945
U014930,traffic_control,5,13.06,100,0.581
U007040,traffic_control,5,8.17,397,0.852
U040589,negotiation,1,5.18,116,0.681
U032808,negotiation,1,12.23,314,0.727
U014742,tactical,3,2.66,177,0.733
U004665,triage,4,12.38,213,0.453
U017836,fire_response,5,2.68,324,0.841
U007508,traffic_control,4,14.24,145,0.854
U007935,weapons,2,14.33,330,0.928
U027869,fire_response,4,1.52,36,0.719
U004230,tactical,5,11.27,118,0.708
U002541,medical_emergency,1,2.06,381,0.778
U028425,crowd_control,3,11.79,67,0.806
U041839,traffic_control,2,2.19,367,0.894
U031715,traffic_control,4,11.03,92,0.634
U007637,drug_raid,4,2.18,355,0.755
U010344,rescue,5,13.68,98,0.786
U027093,triage,5,0.52,334,0.519
U038048,weapons,1,3.82,204,0.589
U007836,hostage,3,2.49,256,0.986
U033956,tactical,1,5.1,319,0.84
U028883,weapons,2,5.0,259,0.682
U049058,weapons,1,4.49,216,0.561
U049540,weapons,2,4.76,382,0.702
U046211,rescue,2,0.61,203,0.762
U013702,tactical,2,12.08,300,0.908
U018694,crowd_control,5,3.03,87,0.615
U016952,medical_emergency,4,2.52,346,0.936
U016953,drug_raid,3,14.21,13,0.86
U047785,negotiation,2,3.82,153,0.841
U012412,investigation,4,1.96,391,0.76
U023995,traffic_control,5,1.92,232,0.659
U012286,fire_response,2,5.64,348,0.957
U047894,traffic_control,1,1.05,32,0.694
U021707,traffic_control,1,2.91,21,0.808
U047114,medical_emergency,1,3.52,389,0.414
U018608,investigation,3,3.57,81,0.765
U009495,triage,5,9.26,307,0.447
U045860,investigation,4,5.01,103,0.674
U030476,drug_raid,4,2.36,341,0.578
U035517,investigation,3,8.67,369,0.578
U017491,investigation,1,9.66,378,1.0
U048451,traffic_control,2,3.45,258,0.67
U011473,negotiation,3,5.38,290,0.972
U023683,crowd_control,5,0.7,258,0.665
U008237,medical_emergency,4,6.49,109,0.865
U028720,traffic_control,2,11.21,241,0.828
U013256,drug_raid,4,6.4,150,0.888
U002894,triage,5,0.78,200,0.871
U020797,medical_emergency,3,4.37,190,0.969
U040314,negotiation,4,9.04,93,0.694
U019456,fire_response,3,14.51,386,0.891
U035713,rescue,1,12.81,162,0.605
U006297,triage,2,4.71,374,0.911
U009803,rescue,1,0.06,49,0.699
U026647,fire_response,5,3.15,335,0.707
U005279,medical_emergency,1,11.62,52,0.718
U021535,hostage,2,2.53,195,0.824
U006021,hostage,5,12.59,45,0.801
U012042,investigation,2,3.7,355,1.0
U031360,medical_emergency,4,12.67,311,0.747
U008016,medical_emergency,1,8.78,309,0.681
U009092,weapons,4,5.88,191,0.778
U026423,crowd_control,5,11.18,360,0.955
U006963,crowd_control,1,3.19,106,0.688
U034215,fire_response,1,9.46,0,0.54
U040507,medical_emergency,5,9.43,373,0.763
U026421,investigation,1,2.53,29,0.667
U012946,weapons,1,5.57,307,0.909
U024681,weapons,2,10.06,68,0.736
U019198,hostage,5,12.69,51,0.97
U010627,medical_emergency,4,3.76,154,0.688
U003227,investigation,4,0.69,221,0.952
U035946,drug_raid,4,4.12,134,0.775
U018792,hostage,2,0.76,206,0.909
U016021,rescue,4,3.43,347,0.779
U025515,tactical,4,1.42,8,0.83
U030281,hostage,3,2.19,101,0.922
U031091,negotiation,1,5.37,192,0.572
U026329,investigation,2,3.02,366,0.682
U000866,fire_response,5,0.32,347,0.68
U024568,tactical,2,1.94,343,0.774
U042649,medical_emergency,3,2.04,350,0.99
U009775,drug_raid,5,5.24,154,0.914
U001314,tactical,4,11.76,388,0.745
U011040,weapons,3,11.41,276,0.63
U006046,rescue,2,2.91,151,0.532
U008385,drug_raid,3,1.76,117,0.747
U040301,hostage,5,11.94,243,0.658
U007442,drug_raid,2,13.67,21,0.73
U008934,triage,2,8.84,114,0.762
U042524,traffic_control,2,14.51,5,0.719
U039513,hostage,4,3.78,129,0.9
U016966,fire_response,4,0.92,7,1.0
U022670,hostage,5,9.58,134,0.5
U039256,fire_response,1,8.75,125,0.655
U035833,rescue,4,13.15,127,0.856
U036238,tactical,4,11.97,202,0.802
U035431,negotiation,1,11.99,393,0.567
U021682,investigation,1,6.85,51,0.791
U029277,triage,3,11.85,276,0.576
U024190,rescue,2,14.31,26,0.603
U004995,fire_response,4,0.71,398,0.668
U026299,negotiation,5,3.44,215,0.669
U028066,medical_emergency,5,8.97,27,1.0
U048433,weapons,1,5.21,321,0.774
U049273,weapons,1,3.78,68,0.921
U016140,investigation,1,8.31,6,0.764
U000743,traffic_control,3,4.35,200,0.609
U041864,crowd_control,1,1.44,142,0.778
U048898,triage,5,12.82,277,0.756
U004386,fire_response,4,11.07,194,0.698
U018617,investigation,3,1.64,50,0.635
U015727,triage,1,12.41,24,0.779
U030435,medical_emergency,4,3.15,69,0.802
U043230,medical_emergency,1,0.23,360,0.741
U047398,weapons,2,6.25,135,0.814
U032996,weapons,4,8.91,257,0.845
U031984,tactical,2,11.41,100,0.935
U002873,weapons,3,2.94,186,0.909
U020095,tactical,1,3.91,225,0.444
U000768,tactical,5,8.1,284,0.754
U013153,tactical,5,14.4,76,0.898
U036617,crowd_control,4,5.17,349,0.892
U033511,tactical,5,11.73,112,0.756
U011018,traffic_control,3,10.04,298,0.791
U011010,investigation,5,12.31,259,0.869
U036469,drug_raid,5,4.93,92,0.677
U015061,tactical,5,12.51,50,0.873
U015526,tactical,3,4.77,332,0.882
U006754,triage,1,2.2,38,0.594
U035110,traffic_control,4,5.49,50,0.747
U015661,triage,3,6.23,179,0.801
U005493,investigation,2,2.22,348,0.666
U047893,weapons,5,5.4,133,0.613
U046580,weapons,5,8.68,44,0.989
U027338,negotiation,3,11.85,72,0.678
U028646,investigation,2,4.23,49,1.0
U006668,hostage,4,0.31,200,0.656
U011271,weapons,5,10.58,288,1.0
U048191,traffic_control,1,10.9,353,0.729
U021778,tactical,3,14.61,153,0.676
U041974,drug_raid,4,13.91,48,0.683
U023052,rescue,4,14.69,155,0.685
U028333,negotiation,2,12.82,129,0.885
U043505,fire_response,1,2.82,19,0.843
U007971,investigation,4,1.2,197,0.716
U021112,hostage,2,14.04,388,0.868
U045609,traffic_control,4,3.79,315,0.751
U016950,hostage,4,14.42,95,0.8
U032400,triage,3,0.58,327,0.893
U020691,weapons,5,3.59,301,0.811
U001475,weapons,1,6.3,187,0.617
U017604,drug_raid,1,1.23,116,0.928
U001686,tactical,4,2.37,385,0.715
U025113,hostage,1,9.11,79,0.694
U007577,triage,1,4.35,239,0.828
U044965,tactical,1,0.98,260,0.801
U011142,weapons,3,4.48,52,0.771
U006065,hostage,3,3.8,89,0.707
U025326,rescue,5,4.12,196,0.628
U028274,medical_emergency,3,0.67,317,1.0
U043012,weapons,2,14.51,264,0.525
U036035,triage,2,2.48,386,0.629
U006137,triage,1,14.6,80,0.699
U043928,rescue,1,12.07,232,0.832
U045346,fire_response,4,1.46,44,0.682
U018354,investigation,1,13.31,21,0.821
U039838,negotiation,2,11.23,338,0.601
U004234,fire_response,1,12.58,379,0.533
U010487,medical_emergency,4,2.54,374,0.947
U042714,rescue,1,5.12,168,0.69
U045621,hostage,5,4.95,215,0.897
U029053,negotiation,1,7.54,51,0.827
U049998,traffic_control,2,0.74,33,0.782
U014163,triage,5,6.28,318,0.851
U019220,triage,3,5.39,180,0.68
U026510,fire_response,3,7.24,389,0.639
U000825,traffic_control,4,12.89,177,0.506
U041018,medical_emergency,5,8.34,218,0.81
U023692,weapons,3,13.08,354,0.647
U005553,traffic_control,4,0.71,279,0.915
U046304,weapons,5,2.65,247,0.497
U009833,negotiation,5,12.46,378,0.672
U017713,medical_emergency,4,14.35,20,0.71
U026536,tactical,2,1.64,164,0.736
U049394,traffic_control,3,4.61,1,0.522
U043978,traffic_control,4,7.23,250,0.61
U030780,traffic_control,2,12.14,2,0.852
U018408,fire_response,2,0.43,28,0.727
U008810,drug_raid,3,3.8,179,0.774
U037976,rescue,2,6.61,206,0.899
U048279,traffic_control,3,9.36,225,0.882
U039316,rescue,1,12.01,78,0.697
U040330,drug_raid,4,1.27,157,0.923
U034743,hostage,3,6.42,109,0.617
U039342,rescue,1,13.65,371,0.908
U035739,investigation,2,2.82,287,0.801
U001077,crowd_control,5,8.96,310,0.755
U034713,investigation,2,14.26,201,0.644
U006971,traffic_control,3,13.54,226,0.69
U033558,investigation,2,5.7,80,0.793
U039081,triage,1,3.09,251,0.856
U006185,traffic_control,3,11.57,22,0.764
U020724,drug_raid,4,0.71,302,0.881
U035694,investigation,4,13.54,353,0.403
U016997,hostage,4,1.83,254,0.387
U008784,investigation,4,8.39,246,0.818
U033647,fire_response,1,5.6,220,0.89
U007279,hostage,5,0.16,171,0.682
U009406,drug_raid,1,2.02,328,0.572
U017764,rescue,3,8.98,177,0.832
U028334,drug_raid,3,2.17,278,0.796
U030501,investigation,5,12.47,331,0.552
U003318,triage,1,13.73,135,0.655
U029083,hostage,2,9.71,353,0.61
U008369,crowd_control,3,9.69,338,0.593
U002267,drug_raid,2,4.66,284,0.728
U027136,fire_response,1,1.16,29,0.753
U004290,tactical,1,2.7,70,0.772
U001001,weapons,3,13.54,348,1.0
U035785,fire_response,4,9.93,307,0.719
U020543,investigation,3,3.03,231,0.841
U026535,traffic_control,5,2.82,321,0.675
U044082,hostage,5,6.97,25,0.657
U027117,triage,5,6.09,263,0.628
U032793,weapons,4,7.91,204,0.826
U010213,traffic_control,3,9.04,109,0.742
U048907,traffic_control,2,12.67,381,0.692
U023980,negotiation,1,7.39,176,0.6
U013456,rescue,4,10.92,342,0.409
U014656,crowd_control,3,8.94,317,0.9
U012796,medical_emergency,3,8.4,314,0.637
U023017,drug_raid,1,6.39,64,0.961
U002119,traffic_control,1,12.36,83,0.743
U029432,hostage,1,14.46,26,0.852
U030061,fire_response,5,7.57,216,0.687
U030178,negotiation,2,12.47,217,0.728
U008037,fire_response,4,3.67,93,0.677
U032864,investigation,4,13.03,236,0.804
U032438,crowd_control,3,8.85,275,0.77
U047373,traffic_control,2,5.66,92,0.812
U008277,traffic_control,4,1.35,256,0.471
U008714,investigation,4,0.9,35,0.437
U029000,weapons,3,9.4,37,0.903
U024185,rescue,2,13.88,104,0.879
U045225,traffic_control,2,6.36,319,0.812
U018154,rescue,5,11.19,115,0.84
U017223,investigation,1,9.57,334,0.676
U009117,hostage,5,4.55,312,0.753
U041820,drug_raid,5,14.32,307,0.437
U039457,investigation,3,4.73,67,0.933
U026735,medical_emergency,1,4.63,1,0.922
U049444,crowd_control,1,3.89,65,0.863
U006608,rescue,1,6.4,261,0.84
U006323,traffic_control,4,3.09,23,0.594
U048042,investigation,5,1.41,364,0.659
U042136,drug_raid,3,3.88,47,0.857
U047097,rescue,2,6.14,103,0.583
U009131,drug_raid,4,8.93,71,0.945
U008994,medical_emergency,4,12.12,238,0.73
U027097,tactical,3,11.68,269,0.617
U005368,negotiation,4,14.5,262,0.841
U042067,medical_emergency,1,14.85,53,0.91
U045074,rescue,1,13.98,383,0.787
U029241,fire_response,1,1.63,178,0.513
U041431,tactical,3,1.05,306,0.722
U029882,medical_emergency,3,11.57,72,0.724
U032500,negotiation,2,14.45,383,0.706
U017467,negotiation,2,13.46,349,0.531
U039405,triage,5,3.22,250,0.661
U012963,crowd_control,5,10.8,349,0.638
U030613,rescue,3,4.03,385,0.764
U010912,crowd_control,4,2.69,15,0.672
U012980,hostage,2,6.12,129,0.805
U004507,drug_raid,5,1.24,385,0.709
U000605,rescue,4,6.43,372,0.837
U035197,fire_response,5,2.47,49,1.0
U031160,traffic_control,5,2.67,62,0.499
U019807,drug_raid,5,14.64,187,0.648
U024297,hostage,5,14.27,300,0.904
U011247,traffic_control,5,5.23,193,0.807
U031624,tactical,2,12.86,326,0.632
U024531,drug_raid,2,8.3,227,0.735
U013175,medical_emergency,3,10.65,177,1.0
U024064,drug_raid,5,8.96,357,0.723
U046338,investigation,1,14.35,126,1.0
U024074,weapons,1,1.02,316,0.562
U018072,investigation,2,4.8,93,0.708
U008900,medical_emergency,1,9.55,272,0.577
U003880,weapons,5,13.22,273,0.769
U041636,negotiation,3,14.87,48,0.888
U049648,fire_response,3,12.44,252,0.892
U024929,hostage,2,3.3,249,0.678
U011489,fire_response,4,2.71,366,0.779
U046313,rescue,1,3.38,282,0.927
U048889,traffic_control,4,7.96,62,0.809
U032225,crowd_control,2,9.75,283,0.787
U018530,hostage,5,13.14,331,0.674
U002066,medical_emergency,5,4.88,0,0.503
U018207,rescue,3,10.66,315,0.76
U045206,hostage,4,9.25,320,0.71
U047504,weapons,2,2.11,85,0.741
U045095,rescue,3,12.95,347,0.8
U033971,negotiation,1,12.49,91,0.816
U017522,triage,3,14.05,359,0.47
U018814,rescue,1,1.43,29,0.623
U014850,fire_response,5,5.96,37,0.818
U038629,traffic_control,3,4.94,237,0.756
U048574,medical_emergency,5,13.36,119,0.954
U023314,hostage,5,11.57,244,0.585
U034495,crowd_control,3,4.0,271,0.417
U046316,fire_response,5,0.24,299,0.873
U041827,investigation,4,14.13,48,0.698
U048126,weapons,4,6.71,80,0.976
U039767,rescue,4,2.66,198,0.678
U046975,weapons,4,13.51,271,0.641
U047924,investigation,5,4.82,156,0.685
U033371,fire_response,4,5.84,294,0.562
U045308,tactical,2,10.71,224,0.792
U026211,drug_raid,5,7.11,364,0.868
U045176,weapons,4,12.07,7,0.747
U031153,investigation,3,8.61,259,0.77
U039344,hostage,1,7.39,198,0.395
U025044,hostage,1,0.1,142,0.831
U022586,investigation,5,3.28,366,0.705
U039618,drug_raid,2,5.25,27,1.0
U043105,investigation,4,6.02,378,0.711
U029681,crowd_control,1,11.33,259,0.52
U028398,rescue,5,9.06,21,0.702
U000936,fire_response,2,2.61,251,0.703
U033583,negotiation,3,3.69,219,0.937
U018311,triage,2,6.5,195,0.738
U047917,triage,3,1.33,324,1.0
U009001,medical_emergency,1,14.93,349,0.778
U030722,triage,2,4.95,33,0.655
U023997,crowd_control,5,10.47,189,0.88
U018783,fire_response,2,2.1,300,0.919
U001343,drug_raid,3,10.43,138,0.286
U047878,triage,1,6.01,101,0.631
U047234,drug_raid,3,0.63,298,0.67
U006506,triage,1,10.2,199,0.606
U007906,weapons,3,4.94,264,0.889
U028870,hostage,5,7.99,118,0.967
U012248,rescue,3,7.42,25,0.855
U043250,tactical,3,1.24,276,0.891
U043219,investigation,5,12.67,78,0.811
U009616,drug_raid,5,0.19,180,0.763
U031089,medical_emergency,1,5.52,103,0.815
U034662,negotiation,3,1.37,213,0.57
U040310,weapons,1,7.5,332,0.848
U022713,tactical,3,2.23,177,0.731
U011541,rescue,1,8.55,59,0.889
U004527,tactical,3,3.38,315,0.726
U026701,negotiation,1,5.11,240,0.485
U007394,rescue,4,14.73,368,0.89
U015115,drug_raid,4,4.36,290,0.752
U039378,crowd_control,2,12.25,175,0.481
U000213,triage,3,4.47,62,0.66
U011889,investigation,3,5.17,365,0.828
U042865,crowd_control,2,8.16,365,0.926
U044906,weapons,1,6.62,247,0.655
U022410,hostage,4,4.16,353,0.53
U032109,investigation,5,11.0,138,0.974
U026195,rescue,3,1.29,159,0.749
U000893,fire_response,4,14.68,374,0.901
U020500,medical_emergency,3,13.53,185,0.772
U031859,negotiation,1,6.28,221,0.63
U043257,medical_emergency,3,14.74,212,0.593
U038676,weapons,4,12.08,359,0.915
U042914,medical_emergency,5,12.52,201,0.788
U024719,negotiation,1,1.88,191,0.639
U010000,traffic_control,1,0.32,331,0.406
U032681,medical_emergency,5,14.46,239,0.939
U024022,traffic_control,1,2.88,172,0.704
U024328,rescue,2,2.09,157,0.94
U030801,drug_raid,3,0.6,376,0.99
U016957,fire_response,4,10.96,230,0.922
U047239,triage,2,2.35,172,0.826
U028797,rescue,4,11.91,271,0.823
U022723,triage,5,12.27,124,0.438
U025377,crowd_control,2,11.57,63,0.801
U017415,traffic_control,3,4.95,342,0.641
U025992,traffic_control,4,4.43,120,0.614
U026293,hostage,5,6.18,50,0.906
U004569,crowd_control,5,9.89,57,0.909
U040746,tactical,1,11.05,152,0.832
U048266,medical_emergency,4,3.3,225,0.776
U018660,triage,3,14.4,38,0.865
U035794,investigation,2,6.41,384,0.62
