incident_domain,severity_threshold,trigger_sector,backup_sector,backup_activation_delay,priority_level
traffic,5,Police,National Guard,13,4
traffic,5,Police,Civil Defense,7,1
drugs,3,Narcotics Control,Police,8,3
public_order,4,Police,Civil Defense,8,2
traffic,5,Police,Ambulance,13,2
public_order,3,Police,National Guard,10,4
public_order,5,Police,National Guard,5,4
health,5,Ambulance,Police,24,2
health,4,Ambulance,Police,14,5
public_order,5,Police,Civil Defense,11,5
health,4,Ambulance,Civil Defense,17,4
health,4,Ambulance,Police,18,2
public_order,3,Police,National Guard,19,1
civil_defense,3,Civil Defense,Ambulance,18,1
traffic,4,Police,Ambulance,24,2
drugs,4,Narcotics Control,Police,4,5
civil_defense,5,Civil Defense,Police,7,5
drugs,4,Narcotics Control,Police,24,4
health,3,Ambulance,Civil Defense,21,2
drugs,3,Narcotics Control,National Guard,21,1
health,4,Ambulance,Civil Defense,23,2
public_order,4,Police,National Guard,20,5
civil_defense,3,Civil Defense,Police,13,3
security,5,National Guard,Police,18,1
civil_defense,4,Civil Defense,Ambulance,16,1
traffic,3,Police,Ambulance,8,5
drugs,5,Narcotics Control,National Guard,24,1
security,4,National Guard,Police,16,5
traffic,3,Police,Civil Defense,13,4
security,4,National Guard,Police,15,3
security,5,National Guard,Police,4,2
traffic,3,Police,Ambulance,21,2
security,4,National Guard,Civil Defense,19,3
drugs,4,Narcotics Control,Police,20,1
traffic,3,Police,National Guard,14,3
public_order,3,Police,National Guard,20,4
civil_defense,5,Civil Defense,Police,10,5
drugs,4,Narcotics Control,National Guard,23,4
civil_defense,4,Civil Defense,Ambulance,21,5
security,3,National Guard,Police,9,1
traffic,5,Police,Civil Defense,4,4
health,4,Ambulance,Civil Defense,10,3
public_order,5,Police,Civil Defense,12,4
drugs,4,Narcotics Control,Police,6,3
drugs,4,Narcotics Control,Police,11,3
public_order,5,Police,Civil Defense,19,1
civil_defense,3,Civil Defense,Ambulance,5,1
public_order,5,Police,Civil Defense,9,1
drugs,3,Narcotics Control,Police,24,4
security,5,National Guard,Civil Defense,22,1
security,5,National Guard,Civil Defense,6,3
traffic,5,Police,Ambulance,17,2
traffic,4,Police,Civil Defense,22,2
security,3,National Guard,Civil Defense,19,2
drugs,4,Narcotics Control,National Guard,20,3
health,5,Ambulance,Police,22,2
health,3,Ambulance,Police,7,4
health,3,Ambulance,Civil Defense,15,2
drugs,4,Narcotics Control,Police,10,3
drugs,3,Narcotics Control,Police,9,4
security,5,National Guard,Police,16,2
health,4,Ambulance,Civil Defense,14,4
health,4,Ambulance,Civil Defense,22,4
public_order,4,Police,National Guard,3,5
public_order,3,Police,Civil Defense,22,2
public_order,5,Police,Civil Defense,24,1
traffic,4,Police,Civil Defense,15,4
drugs,3,Narcotics Control,National Guard,15,3
security,3,National Guard,Civil Defense,16,3
civil_defense,5,Civil Defense,Ambulance,4,1
traffic,5,Police,Civil Defense,14,3
civil_defense,5,Civil Defense,Ambulance,4,2
security,3,National Guard,Civil Defense,9,5
drugs,4,Narcotics Control,Police,23,4
public_order,3,Police,National Guard,4,4
drugs,5,Narcotics Control,National Guard,15,1
traffic,5,Police,Civil Defense,21,2
public_order,5,Police,National Guard,9,2
security,4,National Guard,Police,22,2
civil_defense,3,Civil Defense,Police,20,1
traffic,5,Police,Civil Defense,11,2
civil_defense,3,Civil Defense,Police,21,4
health,3,Ambulance,Police,12,3
civil_defense,5,Civil Defense,Police,24,5
health,3,Ambulance,Civil Defense,23,4
traffic,5,Police,National Guard,4,3
public_order,3,Police,National Guard,5,2
civil_defense,3,Civil Defense,Police,15,3
traffic,5,Police,National Guard,17,5
drugs,3,Narcotics Control,National Guard,18,4
public_order,4,Police,Civil Defense,24,4
health,3,Ambulance,Police,10,2
drugs,5,Narcotics Control,Police,24,2
drugs,5,Narcotics Control,National Guard,5,5
security,5,National Guard,Civil Defense,11,1
public_order,5,Police,National Guard,5,2
civil_defense,3,Civil Defense,Police,17,1
health,5,Ambulance,Police,22,2
health,3,Ambulance,Police,3,2
drugs,3,Narcotics Control,National Guard,12,2
public_order,3,Police,National Guard,10,2
civil_defense,4,Civil Defense,Police,23,4
drugs,3,Narcotics Control,National Guard,14,4
security,3,National Guard,Civil Defense,23,3
health,3,Ambulance,Civil Defense,5,2
drugs,4,Narcotics Control,Police,14,3
security,4,National Guard,Civil Defense,8,1
health,4,Ambulance,Civil Defense,12,4
traffic,3,Police,Civil Defense,21,4
civil_defense,4,Civil Defense,Ambulance,22,1
traffic,5,Police,Ambulance,17,4
traffic,3,Police,Civil Defense,6,2
health,3,Ambulance,Police,13,4
civil_defense,3,Civil Defense,Police,23,4
civil_defense,4,Civil Defense,Ambulance,3,4
drugs,3,Narcotics Control,Police,4,3
public_order,4,Police,Civil Defense,14,3
security,5,National Guard,Police,6,5
drugs,3,Narcotics Control,National Guard,8,1
security,5,National Guard,Police,8,4
public_order,3,Police,Civil Defense,20,5
civil_defense,4,Civil Defense,Police,4,2
security,4,National Guard,Civil Defense,6,2
health,5,Ambulance,Police,9,2
security,5,National Guard,Police,7,2
public_order,5,Police,Civil Defense,24,4
health,4,Ambulance,Police,23,3
security,4,National Guard,Civil Defense,16,3
traffic,3,Police,National Guard,7,5
drugs,3,Narcotics Control,National Guard,22,5
drugs,5,Narcotics Control,National Guard,15,5
security,4,National Guard,Civil Defense,13,2
health,4,Ambulance,Civil Defense,23,3
traffic,3,Police,National Guard,19,2
security,5,National Guard,Civil Defense,13,1
civil_defense,4,Civil Defense,Ambulance,12,5
traffic,5,Police,Ambulance,10,2
civil_defense,5,Civil Defense,Police,19,3
public_order,3,Police,National Guard,16,4
health,3,Ambulance,Civil Defense,24,2
drugs,3,Narcotics Control,Police,9,5
security,4,National Guard,Police,15,1
health,3,Ambulance,Civil Defense,20,1
public_order,4,Police,National Guard,19,3
drugs,5,Narcotics Control,Police,12,1
traffic,3,Police,Civil Defense,11,1
traffic,3,Police,Civil Defense,14,4
traffic,5,Police,National Guard,16,3
health,3,Ambulance,Civil Defense,11,3
civil_defense,3,Civil Defense,Police,16,3
security,5,National Guard,Police,7,2
health,4,Ambulance,Civil Defense,6,4
drugs,3,Narcotics Control,National Guard,3,3
traffic,3,Police,Civil Defense,24,2
security,5,National Guard,Civil Defense,5,2
public_order,4,Police,National Guard,8,5
traffic,3,Police,Civil Defense,23,2
security,5,National Guard,Police,22,2
public_order,4,Police,Civil Defense,11,5
drugs,4,Narcotics Control,National Guard,12,5
civil_defense,3,Civil Defense,Ambulance,18,4
civil_defense,5,Civil Defense,Ambulance,10,5
civil_defense,5,Civil Defense,Police,13,4
traffic,4,Police,National Guard,23,2
security,5,National Guard,Police,23,4
civil_defense,4,Civil Defense,Police,5,5
security,4,National Guard,Civil Defense,22,1
traffic,4,Police,National Guard,22,5
security,3,National Guard,Police,18,1
security,5,National Guard,Police,7,3
drugs,5,Narcotics Control,National Guard,23,4
traffic,5,Police,National Guard,8,3
security,5,National Guard,Police,21,1
security,3,National Guard,Police,23,2
health,3,Ambulance,Police,20,2
public_order,3,Police,National Guard,22,3
drugs,3,Narcotics Control,Police,20,3
drugs,4,Narcotics Control,Police,8,3
security,3,National Guard,Civil Defense,14,4
security,3,National Guard,Police,15,1
public_order,4,Police,National Guard,21,2
health,4,Ambulance,Police,23,2
drugs,4,Narcotics Control,National Guard,21,3
drugs,4,Narcotics Control,Police,14,5
drugs,4,Narcotics Control,National Guard,18,5
health,4,Ambulance,Civil Defense,12,4
traffic,5,Police,Civil Defense,13,2
drugs,5,Narcotics Control,Police,15,3
traffic,3,Police,National Guard,15,3
security,3,National Guard,Civil Defense,20,1
public_order,4,Police,National Guard,20,4
drugs,3,Narcotics Control,National Guard,3,5
traffic,4,Police,Ambulance,13,4
traffic,3,Police,National Guard,15,4
public_order,5,Police,Civil Defense,24,4
health,4,Ambulance,Civil Defense,23,4
civil_defense,5,Civil Defense,Ambulance,12,3
traffic,5,Police,National Guard,16,4
health,5,Ambulance,Civil Defense,18,1
health,5,Ambulance,Police,19,5
public_order,3,Police,National Guard,5,2
public_order,5,Police,National Guard,20,4
traffic,3,Police,Ambulance,5,1
health,3,Ambulance,Police,9,3
traffic,3,Police,Ambulance,11,3
civil_defense,3,Civil Defense,Police,7,4
security,4,National Guard,Police,14,2
civil_defense,4,Civil Defense,Police,5,2
security,5,National Guard,Police,8,5
public_order,3,Police,National Guard,15,1
public_order,5,Police,Civil Defense,12,3
public_order,3,Police,National Guard,22,3
drugs,5,Narcotics Control,National Guard,8,3
health,3,Ambulance,Police,8,3
public_order,3,Police,Civil Defense,21,1
security,4,National Guard,Police,13,2
public_order,5,Police,National Guard,15,5
civil_defense,5,Civil Defense,Police,19,4
traffic,4,Police,Civil Defense,5,2
health,3,Ambulance,Police,4,5
security,5,National Guard,Civil Defense,13,1
public_order,4,Police,Civil Defense,16,5
civil_defense,5,Civil Defense,Police,7,2
public_order,4,Police,National Guard,19,5
security,3,National Guard,Civil Defense,4,2
health,4,Ambulance,Civil Defense,17,4
public_order,5,Police,National Guard,9,3
drugs,3,Narcotics Control,Police,5,1
health,5,Ambulance,Civil Defense,5,1
security,4,National Guard,Civil Defense,12,1
drugs,3,Narcotics Control,Police,24,1
health,3,Ambulance,Police,3,4
drugs,5,Narcotics Control,National Guard,13,1
public_order,4,Police,National Guard,11,2
security,3,National Guard,Police,9,4
civil_defense,4,Civil Defense,Police,14,1
public_order,4,Police,Civil Defense,3,3
health,3,Ambulance,Civil Defense,19,3
civil_defense,5,Civil Defense,Ambulance,5,3
health,5,Ambulance,Police,17,5
security,3,National Guard,Police,3,4
traffic,3,Police,Ambulance,4,3
civil_defense,3,Civil Defense,Police,22,5
health,3,Ambulance,Civil Defense,20,3
health,4,Ambulance,Civil Defense,10,3
civil_defense,3,Civil Defense,Ambulance,19,2
security,3,National Guard,Police,13,3
traffic,3,Police,Ambulance,18,2
health,3,Ambulance,Civil Defense,14,4
civil_defense,4,Civil Defense,Ambulance,18,3
drugs,5,Narcotics Control,National Guard,4,4
security,3,National Guard,Civil Defense,5,3
traffic,3,Police,National Guard,14,1
civil_defense,5,Civil Defense,Ambulance,9,4
drugs,5,Narcotics Control,Police,13,5
public_order,4,Police,National Guard,4,3
security,3,National Guard,Police,20,3
civil_defense,5,Civil Defense,Ambulance,4,5
civil_defense,4,Civil Defense,Police,22,2
security,4,National Guard,Civil Defense,6,1
health,5,Ambulance,Police,24,1
drugs,3,Narcotics Control,Police,14,5
security,5,National Guard,Police,19,1
drugs,3,Narcotics Control,National Guard,14,1
public_order,3,Police,Civil Defense,15,4
security,3,National Guard,Civil Defense,14,4
health,3,Ambulance,Civil Defense,15,1
traffic,5,Police,Ambulance,14,5
civil_defense,4,Civil Defense,Ambulance,23,2
security,5,National Guard,Civil Defense,22,1
health,5,Ambulance,Police,7,2
civil_defense,3,Civil Defense,Police,16,1
security,3,National Guard,Civil Defense,8,4
traffic,3,Police,Civil Defense,9,5
public_order,3,Police,Civil Defense,18,2
health,3,Ambulance,Civil Defense,20,2
health,3,Ambulance,Civil Defense,4,5
security,5,National Guard,Civil Defense,7,2
civil_defense,5,Civil Defense,Ambulance,24,5
security,5,National Guard,Civil Defense,3,2
public_order,5,Police,National Guard,18,4
public_order,5,Police,Civil Defense,17,3
traffic,4,Police,National Guard,19,1
civil_defense,3,Civil Defense,Police,18,1
traffic,5,Police,Ambulance,11,3
traffic,4,Police,National Guard,19,4
traffic,5,Police,National Guard,5,3
traffic,3,Police,Ambulance,14,4
health,5,Ambulance,Civil Defense,22,2
health,3,Ambulance,Police,20,2
security,3,National Guard,Police,21,1
civil_defense,4,Civil Defense,Ambulance,10,1
security,4,National Guard,Civil Defense,15,1
civil_defense,3,Civil Defense,Police,21,4
security,5,National Guard,Police,3,3
public_order,4,Police,National Guard,9,4
drugs,4,Narcotics Control,Police,6,5
traffic,3,Police,National Guard,9,1
traffic,3,Police,Ambulance,8,2
security,4,National Guard,Civil Defense,8,4
drugs,4,Narcotics Control,National Guard,3,4
traffic,4,Police,Civil Defense,15,3
security,3,National Guard,Civil Defense,21,2
traffic,4,Police,Ambulance,11,5
traffic,4,Police,Civil Defense,14,2
public_order,5,Police,Civil Defense,9,4
traffic,4,Police,National Guard,23,3
public_order,3,Police,National Guard,4,3
drugs,4,Narcotics Control,National Guard,23,3
civil_defense,5,Civil Defense,Police,18,5
traffic,3,Police,Ambulance,14,1
security,4,National Guard,Civil Defense,15,5
civil_defense,3,Civil Defense,Police,8,5
civil_defense,3,Civil Defense,Police,21,4
civil_defense,3,Civil Defense,Police,3,2
health,4,Ambulance,Civil Defense,23,1
civil_defense,3,Civil Defense,Police,14,2
civil_defense,3,Civil Defense,Police,18,1
health,5,Ambulance,Civil Defense,3,4
civil_defense,4,Civil Defense,Ambulance,3,4
civil_defense,5,Civil Defense,Police,8,2
drugs,3,Narcotics Control,National Guard,7,3
drugs,3,Narcotics Control,National Guard,10,5
security,3,National Guard,Police,11,4
public_order,4,Police,National Guard,5,3
civil_defense,5,Civil Defense,Ambulance,16,5
health,4,Ambulance,Police,21,2
security,5,National Guard,Civil Defense,22,1
public_order,4,Police,National Guard,18,2
security,4,National Guard,Police,18,3
drugs,4,Narcotics Control,National Guard,21,4
security,4,National Guard,Civil Defense,8,1
civil_defense,5,Civil Defense,Ambulance,22,5
traffic,3,Police,Civil Defense,4,4
drugs,3,Narcotics Control,National Guard,8,1
health,3,Ambulance,Civil Defense,5,3
health,4,Ambulance,Civil Defense,10,3
public_order,4,Police,National Guard,5,4
drugs,3,Narcotics Control,National Guard,9,5
public_order,3,Police,Civil Defense,3,5
civil_defense,4,Civil Defense,Ambulance,19,3
traffic,5,Police,Ambulance,3,2
civil_defense,4,Civil Defense,Police,19,3
public_order,5,Police,National Guard,15,1
health,3,Ambulance,Police,23,5
security,5,National Guard,Police,8,1
traffic,4,Police,National Guard,20,5
public_order,5,Police,National Guard,24,2
security,3,National Guard,Civil Defense,7,2
public_order,3,Police,Civil Defense,6,1
security,4,National Guard,Civil Defense,4,1
security,5,National Guard,Civil Defense,24,1
drugs,4,Narcotics Control,Police,11,1
public_order,3,Police,Civil Defense,22,3
public_order,4,Police,National Guard,17,2
health,3,Ambulance,Civil Defense,4,2
health,3,Ambulance,Police,7,4
traffic,3,Police,Civil Defense,12,1
civil_defense,3,Civil Defense,Ambulance,12,4
public_order,4,Police,National Guard,23,1
drugs,3,Narcotics Control,Police,22,4
traffic,3,Police,Civil Defense,21,1
public_order,3,Police,National Guard,23,3
public_order,5,Police,Civil Defense,15,1
drugs,4,Narcotics Control,Police,24,4
security,3,National Guard,Civil Defense,10,5
security,5,National Guard,Civil Defense,17,3
security,4,National Guard,Police,4,4
health,5,Ambulance,Civil Defense,16,5
security,3,National Guard,Police,5,3
traffic,3,Police,National Guard,22,1
security,3,National Guard,Police,5,4
public_order,5,Police,National Guard,15,4
security,4,National Guard,Police,14,3
public_order,3,Police,Civil Defense,5,1
public_order,3,Police,National Guard,12,4
public_order,3,Police,National Guard,21,1
civil_defense,5,Civil Defense,Ambulance,24,1
drugs,5,Narcotics Control,Police,4,5
public_order,3,Police,Civil Defense,23,1
drugs,3,Narcotics Control,National Guard,4,2
health,3,Ambulance,Police,16,2
security,5,National Guard,Police,13,1
drugs,5,Narcotics Control,National Guard,24,3
security,4,National Guard,Civil Defense,18,5
security,4,National Guard,Police,20,5
public_order,5,Police,National Guard,17,2
security,4,National Guard,Civil Defense,24,1
civil_defense,5,Civil Defense,Police,4,4
civil_defense,4,Civil Defense,Police,18,1
traffic,5,Police,Civil Defense,16,3
civil_defense,4,Civil Defense,Police,22,2
drugs,5,Narcotics Control,Police,5,4
civil_defense,4,Civil Defense,Police,22,4
public_order,3,Police,Civil Defense,7,2
security,3,National Guard,Civil Defense,24,5
civil_defense,5,Civil Defense,Police,4,1
health,4,Ambulance,Civil Defense,4,1
drugs,4,Narcotics Control,Police,8,3
public_order,5,Police,National Guard,9,2
health,3,Ambulance,Civil Defense,6,5
traffic,5,Police,Ambulance,24,5
civil_defense,4,Civil Defense,Ambulance,19,4
health,5,Ambulance,Civil Defense,8,5
health,3,Ambulance,Civil Defense,3,4
security,5,National Guard,Police,11,3
civil_defense,3,Civil Defense,Police,20,1
civil_defense,3,Civil Defense,Ambulance,6,3
security,4,National Guard,Civil Defense,10,2
public_order,3,Police,Civil Defense,11,5
traffic,4,Police,National Guard,19,3
security,5,National Guard,Police,3,1
public_order,4,Police,National Guard,21,5
security,4,National Guard,Civil Defense,20,5
drugs,4,Narcotics Control,National Guard,24,5
health,4,Ambulance,Police,12,3
drugs,4,Narcotics Control,Police,19,4
public_order,3,Police,Civil Defense,7,5
traffic,4,Police,Civil Defense,3,4
health,5,Ambulance,Police,22,2
security,5,National Guard,Police,15,5
traffic,3,Police,Ambulance,3,2
drugs,3,Narcotics Control,National Guard,4,4
drugs,4,Narcotics Control,National Guard,11,4
civil_defense,5,Civil Defense,Ambulance,8,3
security,5,National Guard,Civil Defense,21,2
traffic,4,Police,Civil Defense,12,2
civil_defense,4,Civil Defense,Police,12,1
drugs,5,Narcotics Control,Police,8,3
civil_defense,3,Civil Defense,Police,9,2
security,4,National Guard,Civil Defense,12,4
health,4,Ambulance,Police,22,2
traffic,3,Police,Civil Defense,7,2
traffic,4,Police,National Guard,20,3
civil_defense,5,Civil Defense,Ambulance,20,4
security,4,National Guard,Police,3,2
civil_defense,5,Civil Defense,Police,4,4
civil_defense,5,Civil Defense,Ambulance,21,1
drugs,5,Narcotics Control,Police,15,4
public_order,5,Police,National Guard,11,5
health,4,Ambulance,Police,13,2
traffic,3,Police,National Guard,4,5
civil_defense,4,Civil Defense,Police,21,3
drugs,3,Narcotics Control,Police,18,5
drugs,3,Narcotics Control,Police,24,3
public_order,4,Police,National Guard,23,5
drugs,4,Narcotics Control,National Guard,15,4
security,5,National Guard,Civil Defense,3,1
drugs,5,Narcotics Control,National Guard,21,3
health,4,Ambulance,Police,23,4
